name,n.male,n.female,beijing,tianjin,hebei,shanxi,neimenggu,liaoning,jilin,heilongjiang,shanghai,jiangsu,zhejiang,anhui,fujian,jiangxi,shandong,henan,hubei,hunan,guangdong,guangxi,hainan,chongqing,sichuan,guizhou,yunnan,xizang,shaanxi,gansu,qinghai,ningxia,xinjiang,others
玉琴,2190,486860,7270,6776,17155,11484,17591,34359,17383,28225,8413,47503,22219,23335,13784,12443,11606,33737,15793,5660,15759,5559,2307,5339,24091,12280,5619,59,29181,36689,2872,7830,5347,1382
月英,1000,485830,2198,1266,14883,22411,10526,5633,3256,5958,9851,24683,19601,25994,27552,26654,29479,21607,18375,38151,43888,38885,6399,1282,8299,2966,2626,13,6748,18717,1456,6369,3134,995
楠,179367,306821,22825,14672,36145,17645,14193,51572,22167,24524,3176,30777,11251,23344,6673,10055,31931,44135,10362,7511,9631,2857,1001,5536,14075,4863,11194,109,33610,8000,1279,7024,3819,968
淑琴,266,485258,25934,12521,24830,14572,27640,59142,47303,92504,1220,7225,4346,5563,11847,11802,11413,11216,6317,2875,7606,897,715,4579,20167,1988,906,30,20660,29982,1069,13879,3737,1033
秀丽,1248,483740,4489,3963,34671,16112,15671,39726,22833,37391,2594,13953,9678,26515,18176,3139,54310,63337,17259,6402,26541,20449,3261,3255,10543,4393,6374,40,9274,5458,656,1432,2731,990
秀芬,1106,481875,11263,11355,76916,5662,15644,31363,22133,31773,2569,16201,12400,6950,5950,1736,50322,16821,5816,2336,23146,30605,1174,3421,26066,12747,49630,21,2402,2554,839,697,2718,625
君,238167,242801,6136,7315,18071,10696,12124,40427,23227,36988,10148,28540,17176,24980,4840,13511,31747,19136,24958,28021,11093,7184,2511,17106,50742,6083,4197,137,9021,5422,1789,2084,4417,1135
爽,121208,355634,15880,10350,36696,3080,13177,82096,57179,60087,1193,12614,3733,10780,964,1854,23970,39796,25443,7267,4100,2819,621,14298,23897,9201,7044,38,4387,1175,229,998,1553,537
文杰,401560,72758,4038,3343,28020,19127,10593,14894,8635,12749,7303,26297,15727,24106,14256,19541,34283,48700,22593,21823,44984,12488,1666,8094,22771,7128,8915,33,12733,12899,1424,2581,3486,932
艳红,11218,461120,5320,2928,43216,20576,16814,26859,21489,29936,744,14493,3357,12741,4598,18167,26339,60183,27694,44822,12093,12775,428,4202,10434,5381,12165,45,9262,10406,597,2284,3018,683
志华,316219,154903,5214,4491,30883,12875,11326,12961,8753,13882,7824,31237,15804,16333,10763,31254,20242,27742,27363,32784,40298,15844,1191,8948,39264,9193,15607,41,8376,4365,465,2169,2787,847
鹏飞,457472,13115,4269,2115,39126,41246,20433,14207,9498,12361,2425,22324,12593,25599,5246,10815,34517,84067,16549,14635,8105,3287,442,5276,12714,4331,5197,73,31613,18609,545,3375,3698,1280
国英,41393,429137,4238,3546,24587,10073,8200,11374,6768,10335,10048,38112,31738,23991,7382,25385,20080,22770,26200,27848,21838,11797,1372,16167,44634,28418,18664,31,4302,5093,1835,1267,1838,599
建明,451550,18970,4175,2842,22789,25019,7774,2810,2049,2901,13731,55173,38639,7240,17834,22279,13637,14879,16650,36814,27830,13033,971,12621,46932,6014,20477,47,11464,13524,1239,4093,4069,970
璐,57610,406875,10660,8360,23298,21545,17614,26245,9652,15418,7310,33048,17824,21229,5831,18224,34597,36966,22628,23286,8830,7461,940,10247,22264,7310,7081,117,24712,10139,1189,3106,5333,1335
秀玲,1508,461653,11240,6478,45898,11002,14776,18663,14699,28486,2657,20503,6072,26444,10374,2694,64414,63027,10921,3947,27388,16602,2038,1658,5740,1259,4569,33,15957,12058,1320,5377,5542,1393
蓉,3584,457750,2714,1904,2455,13648,5052,2643,891,1263,9623,31431,8853,15084,5486,14968,6944,3418,41367,49111,8305,5457,1819,21505,119386,15163,24765,241,20677,13698,2694,5710,4119,940
春燕,7498,453482,4917,1934,17794,9716,8612,4437,4758,6630,5857,24979,20972,17314,12215,18435,34129,21154,16302,16771,44349,31497,8578,23982,56945,10351,12098,67,7389,9483,828,3758,3650,1071
玉花,1411,457808,2299,1445,51630,25717,24141,7734,6836,6951,1335,26205,13615,7596,13441,6477,62911,61932,2862,8581,10629,12742,10232,1153,5906,4941,10693,33,9795,31027,11180,11728,6083,1369
悦,67274,386934,12022,10829,33795,12056,16794,30912,21341,29663,8529,39314,11352,35500,4421,11767,37024,23767,12856,8265,11848,5981,1122,9172,22394,4886,6478,61,14571,6870,947,4168,3834,994
琪,165473,284629,8680,5319,18681,19492,8597,14468,9831,14194,10020,34551,16839,24438,5634,27173,36737,20944,30249,26644,12431,7901,1636,7756,31457,7004,8393,87,21119,11708,993,2596,3587,943
秀娟,209,449780,4344,4519,32015,8255,10156,33223,19492,34096,11676,22826,20324,21485,13061,5095,55050,24719,9107,6206,44257,28160,2702,3429,8795,2541,4184,40,4731,7943,1810,3125,2094,530
志明,432344,17502,3963,3390,22586,16149,10215,9273,6677,9403,11271,33364,21236,12621,17197,24095,14026,18358,18117,31281,51518,16782,1990,9153,34418,7697,15034,46,12569,9258,1107,3105,3141,806
小华,182976,264821,1503,510,8696,3370,2429,2080,2168,2229,2113,21377,24987,13308,16649,65140,6473,17240,31743,54835,22771,15538,1209,21058,74317,9690,7367,63,11158,4760,321,695,1378,622
秀琴,663,447097,12316,7393,27156,16645,20710,24946,13577,27930,8911,32347,17877,13738,28196,6290,14224,39967,11060,2318,19018,5378,1522,3590,9458,7050,3310,30,29941,22432,1978,11952,5182,1318
小梅,2108,445056,1626,558,13014,12922,4287,1899,1758,1934,833,21573,7650,20823,14141,44494,9349,27599,25095,32718,36598,32341,3568,17341,39353,13357,6674,53,23293,20413,1593,8569,2757,659
春,260207,183895,4372,2454,15534,7454,14992,14741,11874,18631,4629,31585,7223,26550,7777,12762,15592,21881,19456,18380,12754,19007,2968,22367,55620,26004,27170,151,8106,5107,1388,3287,3389,972
晓燕,2869,437553,3802,1286,18932,19899,12857,4992,4145,5717,9096,30735,25091,18786,14562,11862,41545,32786,15056,9663,40924,8455,1558,9526,36912,6233,12834,108,11365,15211,2793,6637,6042,1012
海波,386797,52992,4309,2259,23612,9067,17117,22074,25902,41486,2390,25731,18500,18896,3330,10981,27253,25163,24921,37964,18435,13914,4394,9983,22129,7106,7106,47,7092,3192,421,2433,1963,619
金龙,433877,5875,5047,4347,29819,12341,15634,18594,23963,39308,11706,40016,16554,25006,13298,17533,22496,27761,13034,12919,11861,8960,798,3533,13628,7104,12895,35,9218,11475,1233,5142,3722,775
秀芹,1202,436765,8227,6628,89103,771,12249,29748,26555,34460,692,28295,1827,16153,1947,310,107383,38366,2866,313,2640,687,154,358,1617,719,3846,7,17036,1250,211,1881,1200,468
秀芝,2193,435462,7521,5818,48907,2574,16792,34941,19676,40880,543,9263,2648,26347,1420,835,74158,86895,10400,5255,3333,4561,187,1642,9947,5026,11701,10,2741,1453,432,835,2874,1338
艳丽,1292,436191,3664,2983,34136,17551,16567,29312,19818,31204,788,12618,2453,22063,1769,2754,37549,99349,26023,11960,5382,9296,671,2299,7114,2666,8230,44,15352,8630,555,1323,2879,972
新华,277182,158160,3870,2291,18514,7225,4603,9006,4373,6835,6724,33747,17156,20698,7995,35419,37634,40422,38739,60119,18020,9510,700,3091,11269,3546,8262,53,8482,4011,443,1556,7958,3071
国平,377506,53836,2419,1498,20506,16432,5289,6576,3836,5253,14008,50416,33834,19100,10611,30967,9153,28082,28663,35535,22207,6097,1394,10651,29471,10428,9980,22,5905,8318,935,1449,1664,643
琦,223509,207028,10431,5931,14659,19413,10324,24347,14334,21839,17293,30843,20499,22319,6205,20324,33377,23015,23226,19259,8724,7719,1479,5886,18533,5056,6932,91,20832,10305,978,2148,3426,835
玉荣,38929,389746,11884,8577,49235,4174,22825,28494,12348,20863,619,17671,1660,32387,4249,4644,66424,72614,12008,6298,4674,13930,1974,848,3092,4228,5864,17,4153,3783,499,1517,2805,1081
桂芬,3995,422814,8684,8838,49744,2697,16677,51772,34991,39774,2555,15032,11988,4989,2573,2785,36816,12054,8454,4638,14716,23117,837,1307,14228,5050,45247,12,2267,1603,501,478,1931,454
淑芬,258,424474,13090,12311,44198,2375,17669,47576,60531,69136,948,4326,4775,2485,7120,5661,25421,7546,7538,4424,18306,2586,712,7536,44364,3088,4607,21,2197,1380,332,596,1389,488
玉凤,6009,418714,7632,8119,28674,9671,11828,30553,14247,22160,3354,27643,16135,22112,17228,8827,42114,36952,11556,14680,14578,19822,3471,3118,9503,6059,8901,18,10886,8090,1004,3311,1818,659
建英,30877,393028,4255,3200,34111,20957,7419,2720,2249,3406,8934,44591,34915,8599,12287,23175,27761,16920,10090,21319,18812,12089,658,9735,52299,7894,11757,57,10292,6984,994,1532,2851,1043
海龙,417328,3020,6192,2728,38207,21488,27400,19492,23879,37995,3637,15804,8438,15588,4168,14881,24160,33785,7497,13018,10028,8790,1914,4853,14147,5123,6770,43,14382,19906,4116,5347,4410,964
永红,186044,231219,5201,2323,22426,29858,10787,6016,3913,5004,1405,18203,5153,18989,3022,21021,15028,32847,26112,38534,17513,8307,847,15218,33382,11645,8634,116,20901,25126,2717,4308,3374,1145
蕾,36693,377804,11640,5797,22392,9535,7785,15858,9974,15690,13800,36102,12929,26512,3893,12447,46784,23538,25549,17500,8424,4006,2610,7060,21776,7584,8357,103,19962,7238,940,2445,4042,1074
彩云,8038,405872,2432,1599,19879,17917,12861,12060,4648,9444,2096,24865,18251,33096,13510,11859,21953,44997,20944,31220,29390,15313,2501,2568,7609,4787,5776,30,25336,11383,913,1908,2005,760
